,Unnamed: 0,code,last_modified_datetime,product_name,brands,countries,serving_size,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g
749,1609,10532679711,2017-03-09T16:10:24Z,White Chocolate Mocha,Pacific Coast Selections,US,35.0,d,1674.0,7.14,0.0,0.0,0.0,80.0,48.57,0.0,5.71,0.54356,0.214,8.58e-05,0.0,0.286,0.0,16.0
750,1610,10532687440,2017-03-09T13:45:01Z,Cocoa Combos Chocolate & Bourbon,Mcsteven's,US,35.0,d,1552.0,5.71,4.29,0.0,0.0,77.14,71.43,2.9,8.57,1.016,0.4,8.58e-05,0.0,0.229,0.00411,18.0
751,1611,10532714153,2017-03-09T09:06:34Z,Chocolate Cocoa,Mcsteven's Inc.,US,35.0,d,1674.0,5.71,4.29,0.0,0.0,80.0,74.29,2.9,8.57,0.79756,0.314,8.58e-05,0.0,0.229,0.00411,17.0
752,1612,10532751967,2017-03-09T16:10:24Z,"Mcsteven's, Barista Bar Favorites The Mocha Pig, Maple, Bacon, Chocolate And Creamy Coffee",Mcsteven's Inc.,US,35.0,d,1795.0,17.14,1.43,0.0,0.0,68.57,48.57,0.0,2.86,0.36322,0.143,0.0,0.0,0.057,0.00103,17.0
753,1618,10609627140,2017-03-09T13:06:18Z,Tostadas,Los Pericos,US,12.7,d,1975.0,23.62,15.75,0.0,0.0,62.99,0.0,7.9,7.87,1.99898,0.787,0.0,0.0,0.0,0.0,18.0
754,1619,10609801144,2017-03-09T10:26:39Z,Tostada Casera,Los Pericos,US,14.7,c,1992.0,20.41,17.01,0.0,0.0,68.03,0.0,6.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0
755,1620,10609802998,2017-03-09T13:06:38Z,Taco Shells,Los Pericos,US,26.0,d,2092.0,19.23,3.85,0.0,0.0,69.23,0.0,7.7,7.69,2.54,1.0,0.0,0.0,0.077,0.0,14.0
756,1624,10700023858,2017-03-10T08:10:48Z,The Original Malted Milk Balls,Whoppers,US,49.0,e,1879.0,18.37,16.33,0.0,0.0,75.51,57.14,2.0,2.04,0.6223,0.245,0.0,0.0,0.122,0.0,25.0
757,1626,10700060808,2017-03-10T11:01:41Z,"Heath, Milk Chocolate English Toffee Bar",Leaf  Inc.,US,39.0,e,2251.0,33.33,17.95,0.0,0.026,61.54,61.54,2.6,2.56,0.91186,0.359,0.0,0.0,0.051,0.0,26.0
758,1627,10700060907,2017-03-10T11:01:59Z,"Heath, Milk Chocolate English Toffee Bar",Leaf  Inc.,US,39.0,e,2251.0,33.33,17.95,0.0,0.026,61.54,61.54,2.6,2.56,0.91186,0.359,0.0,0.0,0.051,0.0,26.0
759,1628,10700061478,2017-03-09T14:54:24Z,"Heath, Milk Chocolate English Toffee Bar",Leaf  Inc.,US,39.0,e,2251.0,33.33,17.95,0.0,0.026,61.54,61.54,2.6,2.56,0.91186,0.359,0.0,0.0,0.051,0.0,26.0
760,1629,10700062000,2017-03-10T11:01:41Z,"Heath, Milk Chocolate English Toffee Bar",Leaf  Inc.,US,43.0,e,2238.0,32.56,16.28,0.0,0.023,62.79,60.47,2.3,2.33,0.88646,0.349,0.0,0.0,0.047,0.0,26.0
761,1630,10700062109,2017-03-10T10:27:50Z,Snack Size Milk Chocolate English Toffee Bar,Leaf  Inc.,US,43.0,e,2238.0,32.56,16.28,0.0,0.023,62.79,60.47,2.3,2.33,0.88646,0.349,0.0,0.0,0.047,0.0,26.0
762,1631,10700066381,2017-03-10T09:36:19Z,Malted Milk Candy,Whoppers,US,40.0,e,1883.0,12.5,12.5,0.0,0.0,82.5,75.0,0.0,2.5,0.4445,0.175,0.0,0.0,0.1,0.0,26.0
763,1632,10700066862,2017-03-09T16:10:25Z,"Whoppers, Original Mini Eggs Candy, Malted Milk Balls",Leaf  Inc.,US,40.0,e,1987.0,20.0,17.5,0.0,0.0,75.0,57.5,0.0,2.5,0.60452,0.238,0.0,0.0,0.1,0.0,27.0
764,1634,10700500502,2017-03-09T15:16:18Z,Mini Robin Eggs,Leaf  Inc.,US,41.0,e,1937.0,12.2,12.2,0.0,0.0,85.37,73.17,0.0,2.44,0.43434,0.171,0.0,0.0,0.049,0.0,26.0
765,1635,10700501929,2017-03-09T14:54:23Z,"Whoppers, Milkshake Malted Milk Balls, Vanilla",Leaf  Inc.,US,41.0,e,2042.0,17.07,17.07,0.0,0.0,78.05,65.85,0.0,2.44,0.40386,0.159,0.0,0.0,0.146,0.0,27.0
766,1637,10700533661,2017-03-09T15:25:19Z,Candy,Leaf  Inc.,US,39.0,e,1824.0,15.38,8.97,0.0,0.0,74.36,53.85,0.0,2.56,0.65024,0.256,0.0,0.0,0.051,0.0,25.0
767,1638,10700702029,2017-03-09T14:33:57Z,The Original Malted Milk Balls,Leaf  Inc.,US,41.0,e,1937.0,17.07,17.07,0.0,0.0,75.61,58.54,0.0,2.44,0.61976,0.244,0.0,0.0,0.146,0.0,27.0
768,1639,10700702166,2017-03-10T11:01:58Z,"Good & Plenty, Licorice Candy",Leaf  Inc.,US,40.0,d,1464.0,0.0,0.0,0.0,0.0,90.0,62.5,0.0,2.5,0.635,0.25,0.0,0.0,0.0,0.0009,16.0
769,1642,10700960658,2017-03-09T15:04:03Z,"Heath, English Toffee Bars",Leaf  Inc.,US,79.0,e,2226.0,32.91,17.72,0.0,0.019,62.03,60.76,1.3,2.53,0.89916,0.354,3.81e-05,0.0,0.051,0.00046,28.0
770,1643,10749008014,2017-03-10T08:10:49Z,Classic Beer Bread Mix,Rabbit Creek,US,35.0,d,1314.0,0.0,0.0,0.0,0.0,65.71,11.43,2.9,8.57,2.39522,0.943,0.0,0.0,0.257,0.0036,11.0
771,1648,10749111097,2017-03-10T08:18:33Z,Brownie Mix,"Black Forest,  Rabbit Creek Products",US,31.0,c,1619.0,1.61,0.0,0.0,0.0,80.65,74.19,3.2,6.45,0.0,0.0,0.0,0.0,0.0,0.00058,10.0
772,1652,10878341112,2017-03-09T10:32:57Z,Chicken & Vegetable Mini Spring Rolls,Ling Ling,US,82.0,b,816.0,8.54,0.0,0.0,0.012,25.61,8.54,2.4,4.88,0.92964,0.366,0.0001464,0.0,0.024,0.0,1.0
773,1653,10878344434,2017-03-09T10:35:17Z,Vegetable Mini Spring Rolls,Ling Ling,US,82.0,c,866.0,10.98,0.61,0.0,0.0,28.05,9.76,2.4,2.44,1.27,0.5,0.0002745,0.0183,0.024,0.00044,5.0
774,1658,10904201977,2017-03-09T16:10:25Z,"Mossy Oak, Chocolate Pecans",Indianola Pecan House Inc.,US,28.0,e,2389.0,39.29,14.29,0.0,0.018,50.0,46.43,3.6,7.14,0.13716,0.054,0.0003213,0.0,0.071,0.00129,22.0
775,1659,10904202455,2017-03-09T13:19:15Z,"Wheeler's, The Original Praline Pecan, Pecans, Bourbon Praline",Indianola Pecan House  Inc.,US,24.0,d,2092.0,29.17,2.08,0.0,0.0,62.5,54.17,4.2,4.17,0.42418,0.167,0.0,0.0,0.0,0.0015,14.0
776,1660,10909029552,2017-03-09T15:04:03Z,"Luker, Azucar Morena",Sucesores De Jose Jesus Restre,US,25.0,e,2008.0,16.0,10.0,0.0,0.0,80.0,72.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
777,1662,10924500166,2017-03-10T08:10:49Z,Cookies'N Cream Cake,Portland Specialty Baking,US,75.0,e,1841.0,24.0,9.33,0.0,0.02,53.33,40.0,1.3,4.0,0.98298,0.387,3.99e-05,0.0,0.053,0.00144,25.0
778,1665,10957480008,2017-03-10T08:10:49Z,Hickory Smoked Bacon,Cookies,US,12.0,e,1745.0,33.33,8.33,0.0,0.042,0.0,0.0,0.0,33.33,3.59918,1.417,0.0,0.0,0.0,0.0,23.0
779,1666,10995008714,2017-03-09T09:33:25Z,Mini Chocolate Cup Cakes,Everyday Favorites,US,71.0,e,1473.0,12.68,4.93,0.0,0.035,56.34,42.25,1.4,2.82,0.89408,0.352,0.0,0.0,0.056,0.00203,19.0
780,1667,10995071930,2017-03-10T09:36:19Z,Confetti Cupcakes,Harvest Time,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,60.56,42.25,1.4,2.82,0.71628,0.282,0.0,0.0,0.0,0.00101,20.0
781,1668,10995071947,2017-03-10T09:36:20Z,Confetti Cupcakes,Holiday Merriment,US,71.0,e,1590.0,15.49,6.34,0.0,0.028,60.56,42.25,1.4,2.82,0.71628,0.282,0.0,0.0,0.0,0.00101,21.0
782,1669,10995081915,2017-03-10T10:39:45Z,Mini Confetti Party Platter With Buttercreme Icing,Maplehurst Bakeries  Llc,US,71.0,e,1590.0,15.49,6.34,0.0,0.028,60.56,42.25,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,21.0
783,1670,10995300047,2017-03-09T16:43:36Z,"Winter Wonderland, Cup Cakes, Buttercreme Icing",Maplehurst Bakeries  Llc,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,59.15,42.25,0.0,2.82,0.7874,0.31,0.0,0.0,0.0,0.00101,21.0
784,1671,10995300054,2017-03-09T16:43:32Z,Winter Wonderland Mini Chocolate Cupcakes,Maplehurst Bakeries  Llc,US,71.0,e,1473.0,12.68,5.63,0.0,0.035,57.75,40.85,1.4,2.82,0.9652,0.38,0.0,0.0,0.056,0.00203,21.0
785,1672,10995300221,2017-03-09T16:43:33Z,Winter Wonderland Mini Chocolate & Gold Cupcakes,Maplehurst Bakeries  Llc,US,71.0,e,1531.0,14.08,4.93,0.0,0.035,57.75,40.85,1.4,2.82,0.85852,0.338,0.0,0.0,0.028,0.00152,19.0
786,1673,10995301150,2017-03-09T16:43:33Z,"Flavorful Favorites, Mini Chocolate Cupcakes",Maplehurst Bakeries  Llc,US,71.0,e,1531.0,14.08,4.93,0.0,0.035,56.34,40.85,1.4,4.23,1.00076,0.394,0.0,0.0,0.056,0.00203,20.0
787,1674,10995301174,2017-03-09T16:43:34Z,"Flavorful Favorites, Mini Chocolate Cupcakes",Maplehurst Bakeries  Llc,US,71.0,e,1473.0,12.68,4.93,0.0,0.035,57.75,40.85,1.4,4.23,0.92964,0.366,0.0,0.0,0.056,0.00254,20.0
788,1675,10995301808,2017-03-09T10:02:03Z,Mini Confetti Cupcakes,Maplehurst Bakeries,US,71.0,e,1648.0,14.08,5.63,0.0,0.028,61.97,43.66,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,20.0
789,1676,10995305462,2017-03-09T16:43:33Z,"Harvest Time, Gold Cupcakes",Maplehurst Bakeries  Llc,US,65.0,e,1674.0,16.92,6.92,0.0,0.023,61.54,49.23,0.0,1.54,0.66548,0.262,0.0,0.0,0.0,0.00055,22.0
790,1677,10995305479,2017-03-09T16:43:35Z,"Harvest Time, 6 Chocolate Cup Cakes, Butter Cream",Maplehurst Bakeries  Llc,US,65.0,e,1611.0,15.38,6.92,0.0,0.023,60.0,47.69,0.0,1.54,0.78232,0.308,0.0,0.0,0.031,0.00111,23.0
791,1678,10995305486,2017-03-10T08:10:50Z,Cupcakes,Harvest Time,US,85.0,e,1674.0,16.47,5.88,0.0,0.024,62.35,48.24,1.2,2.35,0.68834,0.271,0.0,0.0,0.0,0.00085,21.0
792,1679,10995305509,2017-03-10T08:10:50Z,Cupcakes,Flavorful Favorites,US,85.0,e,1623.0,15.29,5.88,0.0,0.024,61.18,47.06,1.2,2.35,0.68834,0.271,0.0,0.0,0.0,0.00085,21.0
793,1680,10995305530,2017-03-10T08:10:50Z,Mini Gold Cupcakes With Butter Creme Icing,Maplehurst Bakeries  Llc,US,85.0,e,1674.0,16.47,5.88,0.0,0.024,61.18,47.06,1.2,2.35,0.68834,0.271,0.0,0.0,0.0,0.00085,21.0
794,1681,10995305547,2017-03-10T08:10:51Z,From The Heart Cupcakes,Maplehurst Bakeries,US,85.0,e,1573.0,14.12,5.88,0.0,0.029,60.0,47.06,1.2,2.35,0.83566,0.329,0.0,0.0,0.047,0.00169,21.0
795,1682,10995305554,2017-03-10T08:10:52Z,Cupcakes,Maplehurst Bakeries,US,85.0,e,1623.0,15.29,5.88,0.0,0.024,61.18,47.06,1.2,2.35,0.77724,0.306,0.0,0.0,0.024,0.00127,21.0
796,1683,10995305585,2017-03-10T08:10:52Z,Mini Gold & Chocolate Cupcakes Party Platter,Spring Celebration,US,85.0,e,1623.0,15.29,5.88,0.0,0.024,61.18,47.06,1.2,2.35,0.77724,0.306,0.0,0.0,0.024,0.00127,21.0
797,1684,10995305622,2017-03-10T08:10:52Z,Harvest Time Cupcakes,Maplehurst Bakeries,US,85.0,e,1674.0,15.29,5.88,0.0,0.024,62.35,48.24,1.2,2.35,0.77724,0.306,0.0,0.0,0.024,0.00127,21.0
798,1685,10995305639,2017-03-09T16:43:35Z,12 Mini Gold Cupcakes,Maplehurst Bakeries  Llc,US,85.0,e,1674.0,16.47,5.88,0.0,0.024,62.35,48.24,0.0,2.35,0.68834,0.271,0.0,0.0,0.0,0.00085,22.0
799,1686,10995305646,2017-03-09T16:43:34Z,"Holiday Merriment, Mini Chocolate Cupcakes,",Maplehurst Bakeries  Llc,US,85.0,e,1573.0,14.12,5.88,0.0,0.029,60.0,47.06,1.2,2.35,0.86614,0.341,0.0,0.0,0.047,0.00169,21.0
800,1687,10995305653,2017-03-09T16:43:36Z,"Holiday Merriment, Mini Gold & Chocolate Cupcakes",Maplehurst Bakeries  Llc,US,85.0,e,1623.0,15.29,5.88,0.0,0.024,61.18,47.06,1.2,2.35,0.77724,0.306,0.0,0.0,0.024,0.00127,21.0
801,1688,10995305684,2017-03-09T16:43:34Z,"Maplehurst Bakeries, Mini Gold & Chocolate Party Platter Cupcakes",Maplehurst Bakeries  Llc,US,85.0,e,1623.0,15.29,5.88,0.0,0.029,61.18,45.88,1.2,2.35,0.77724,0.306,0.0,0.0,0.024,0.00127,21.0
802,1689,10995307527,2017-03-10T08:10:53Z,From The Heart Cupcakes,Maplehurst Bakeries,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,59.15,42.25,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,20.0
803,1690,10995307541,2017-03-10T09:36:20Z,Cupcakes,Shamrock Celebration,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,59.15,42.25,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,20.0
804,1691,10995307565,2017-03-10T09:36:21Z,Spring Celebration Cupcake,Maplehurst Bakeries,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,59.15,42.25,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,20.0
805,1692,10995307602,2017-03-10T09:36:21Z,Harvest Time Cupcakes,Maplehurst Bakeries,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,59.15,42.25,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,20.0
806,1693,10995307626,2017-03-10T09:36:22Z,Holiday Merriment Cupcakes,Maplehurst Bakeries,US,71.0,e,1590.0,15.49,5.63,0.0,0.028,59.15,42.25,1.4,2.82,0.75184,0.296,0.0,0.0,0.0,0.00101,20.0
807,1694,10995308708,2017-03-09T16:43:37Z,12 Gold Cupcakes With Buttercreme & Chocolate Icing,Maplehurst Bakeries,US,85.0,e,1674.0,15.29,5.88,0.0,0.024,63.53,48.24,1.2,2.35,0.71628,0.282,0.0,0.0,0.0,0.00127,21.0
808,1695,10995319285,2017-03-09T16:43:37Z,"Everyday Favorites, Gold Cupcakes",Maplehurst Bakeries  Llc,US,66.0,e,1648.0,15.15,6.06,0.0,0.023,62.12,48.48,0.0,1.52,0.65532,0.258,0.0,0.0,0.0,0.00109,22.0
809,1696,10995319292,2017-03-09T16:43:35Z,"Everyday Favorites, Cupcakes",Maplehurst Bakeries  Llc,US,66.0,e,1586.0,13.64,6.06,0.0,0.023,60.61,48.48,1.5,3.03,0.76962,0.303,0.0,0.0,0.03,0.00164,21.0
810,1698,11008001012,2017-03-09T16:10:25Z,Horse Apples Candy,Baraboo Candy,US,42.5,e,1674.0,14.12,8.24,0.0,0.024,63.53,47.06,0.0,4.71,0.23876,0.094,7.05e-05,0.0,0.141,0.00085,23.0
811,1699,11008064208,2017-03-09T16:44:40Z,"Baraboo Candy Company, Mini Cow Pie Candy, Original",Baraboo Candy Company  Llc,US,14.0,e,2092.0,25.0,10.71,0.0,0.171,64.29,50.0,0.0,7.14,0.27178,0.107,0.0,0.0,0.143,0.0,27.0
812,1700,11008605203,2017-03-09T16:44:43Z,Mini Cow Pie Candy,Baraboo Candy,US,14.0,e,2092.0,25.0,10.71,0.0,0.018,64.29,50.0,0.0,7.14,0.27178,0.107,0.0,0.0,0.143,0.0,27.0
813,1705,11029007789,2017-03-10T08:18:33Z,Imitation Crab Surimi Snow Sticks,Kanimi,US,100.0,c,335.0,0.0,0.0,0.0,0.02,11.0,4.0,0.0,9.0,1.8796,0.74,0.0,0.0,0.02,0.0,3.0
814,1706,11029217034,2017-03-09T21:08:23Z,Seafood Sticks,Kanimi,US,85.0,c,540.0,2.94,0.0,0.0,0.018,18.82,4.71,1.2,5.88,1.34366,0.529,0.0,0.0,0.235,0.0,3.0
815,1707,11029301290,2017-03-09T20:11:21Z,Seafood Sticks,Seafarer,US,85.0,c,540.0,2.94,0.0,0.0,0.018,18.82,4.71,1.2,5.88,1.34366,0.529,0.0,0.0,0.235,0.0,3.0
816,1708,11029311817,2017-03-10T09:36:22Z,Premium Surimi Seafood Flakes,Kanimi,US,85.0,b,444.0,2.35,0.0,0.0,0.012,12.94,2.35,0.0,9.41,1.19634,0.471,0.0,0.0,0.412,0.00042,1.0
817,1709,11029311831,2017-03-10T09:36:22Z,Crab Smart Surimi Seafood Sticks,Kanimi,US,85.0,b,444.0,2.35,0.0,0.0,0.012,12.94,2.35,0.0,9.41,1.19634,0.471,0.0,0.0,0.412,0.00042,1.0
818,1710,11033880330,2017-03-09T12:37:04Z,Dank Sauce,Kuzushi,US,16.0,c,259.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,3.01752,1.188,0.0,0.0075,0.0,0.00225,10.0
819,1711,11059243683,2017-03-09T09:52:35Z,Jasmine Rice,Dynasty,US,45.0,b,1490.0,0.0,0.0,0.0,0.0,82.22,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,2.0
820,1714,11110000422,2017-03-09T16:43:37Z,Macaroon Brownies,Private Selection,US,113.0,e,1849.0,30.09,18.58,0.44,0.088,41.59,31.86,3.5,5.31,0.33782,0.133,0.0001992,0.0,0.053,0.00239,19.0
821,1715,11110000439,2017-03-09T14:43:35Z,Extreme Chocolate Brownies,Private Selection,US,113.0,d,1741.0,20.35,5.31,0.0,0.004,56.64,40.71,2.6,3.54,0.60706,0.239,0.0,0.0,0.0,0.00096,18.0
822,1716,11110000446,2017-03-09T14:43:34Z,"Salted Caramel Brownies, Salted Caramel",Private Selection,US,93.0,d,1845.0,21.51,4.3,0.0,0.032,56.99,40.86,2.2,4.3,0.7366,0.29,3.24e-05,0.0,0.0,0.0,18.0
823,1717,11110000453,2017-03-09T15:40:14Z,7 Layer Bars,"Private Selection,  The Kroger Co.",US,99.0,d,1987.0,27.27,6.06,0.0,0.005,55.56,29.29,3.0,5.05,0.48768,0.192,0.0002274,0.0,0.061,0.00273,15.0
824,1718,11110000460,2017-03-09T16:43:38Z,Lemon Bars,"Private Selection,  The Kroger Co.",US,99.0,d,1435.0,12.12,5.05,0.0,0.051,55.56,29.29,3.0,5.05,0.23114,0.091,6.06e-05,0.0036,0.02,0.00073,12.0
825,1719,11110001207,2015-08-09T17:35:53Z,White enriched bread,Kroger,United States,28.0,b,1050.0,1.79,0.0,0.0,0.0,50.0,7.14,3.57,7.14,1.22,0.482,0.0,0.0,0.143,0.00257,0.0
826,1722,11110001825,2017-03-10T08:10:53Z,Enriched White Bread,Psst...,US,43.0,b,1167.0,3.49,0.0,0.0,0.0,53.49,6.98,2.3,9.3,1.30048,0.512,0.0,0.0,0.14,0.00251,1.0
827,1723,11110001894,2017-03-09T14:16:09Z,Multigrain Wide Pan Bread,Private Selection,US,45.0,b,1209.0,3.33,0.0,0.0,0.0,55.56,8.89,6.7,8.89,1.41224,0.556,0.0,0.0027,0.044,0.0032,0.0
828,1724,11110001931,2017-03-10T08:10:53Z,Enriched Wheat Bread,P$$T...,US,41.0,c,1121.0,2.44,0.0,0.0,0.0,56.1,7.32,2.4,7.32,1.5494,0.61,0.0,0.0,0.098,0.00263,3.0
829,1726,11110001979,2017-03-09T14:16:06Z,100% Whole Wheat Wide Pan Bread,Private Selection,US,45.0,c,1117.0,3.33,1.11,0.0,0.0,51.11,6.67,6.7,11.11,1.46812,0.578,0.0,0.0,0.089,0.0024,6.0
830,1728,11110002297,2017-03-10T10:58:21Z,Hamburger Buns,The Kroger Co.,US,43.0,b,1167.0,2.33,0.0,0.0,0.0,51.16,6.98,2.3,9.3,1.1811,0.465,0.0,0.0,0.093,0.00335,1.0
831,1729,11110002532,2017-03-09T14:08:49Z,"Psst..., Enriched Hot Dog Buns",Psst...,US,39.0,b,1180.0,3.85,0.0,0.0,0.0,53.85,7.69,2.6,7.69,1.23698,0.487,0.0,0.0,0.103,0.00277,2.0
832,1733,11110002853,2017-03-10T08:49:45Z,Hot Dog Buns,Psst,US,43.0,b,1167.0,3.49,0.0,0.0,0.0,53.49,6.98,2.3,9.3,1.23952,0.488,0.0,0.0,0.093,0.00251,1.0
833,1744,11110003805,2017-03-09T12:51:31Z,Whipped Topping Mix,Kroger,US,3.0,e,2092.0,33.33,33.33,0.0,0.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
834,1745,11110004543,2017-03-09T14:26:10Z,"Ice Cream, Vanilla Bean",Private Selection,US,93.0,d,946.0,11.83,7.53,0.54,0.054,24.73,19.35,0.0,4.3,0.13716,0.054,0.000129,0.0013,0.108,0.0,13.0
835,1746,11110004550,2017-03-09T14:26:08Z,"Ice Cream, Classic Country Vanilla",Private Selection,US,93.0,d,946.0,12.9,7.53,0.0,0.075,23.66,18.28,0.0,4.3,0.1651,0.065,0.0001614,0.0013,0.161,0.0,13.0
836,1747,11110004567,2017-03-09T14:19:09Z,"Ice Cream, Denali Extreme Moose Tracks",Private Selection,US,85.0,d,1230.0,16.47,8.24,0.0,0.041,32.94,27.06,2.4,4.71,0.22352,0.088,0.0001413,0.0014,0.118,0.00169,14.0
837,1748,11110004574,2017-03-09T14:26:07Z,"Ice Cream, Southern Butter Pecan",Private Selection,US,81.0,d,1238.0,18.52,8.64,0.0,0.043,24.69,18.52,0.0,4.94,0.36068,0.142,0.000111,0.0015,0.099,0.00044,16.0
838,1749,11110004604,2017-03-09T14:25:36Z,"Ice Cream, Chocolate",Private Selection,US,95.0,d,1013.0,12.63,8.42,0.53,0.047,28.42,23.16,2.1,4.21,0.22606,0.089,0.0001263,0.0013,0.158,0.00152,14.0
839,1750,11110004611,2017-03-09T14:26:09Z,English Toffee Caramel Ice Cream,Private Selection,US,85.0,d,1134.0,14.12,9.41,0.0,0.047,30.59,25.88,0.0,4.71,0.20828,0.082,0.0001413,0.0014,0.118,0.0,17.0
840,1751,11110004635,2017-03-09T14:25:39Z,"Ice Cream, Semi-Sweet Chocolate Chip",Private Selection,US,82.0,d,1276.0,18.29,9.76,1.22,0.049,28.05,23.17,1.2,4.88,0.12446,0.049,0.0001098,0.0015,0.098,0.00088,16.0
841,1752,11110004642,2017-03-09T14:25:38Z,"Ice Cream, Amaretto Cherry Cordial",Private Selection,US,84.0,d,1046.0,13.1,7.14,0.6,0.042,27.38,22.62,1.2,3.57,0.10668,0.042,0.0001071,0.0014,0.095,0.00086,14.0
842,1753,11110004659,2017-03-10T09:36:22Z,Ice Cream,Private Selection,US,85.0,d,1134.0,14.12,9.41,0.0,0.047,30.59,25.88,0.0,4.71,0.20828,0.082,0.0001413,0.0014,0.118,0.0,17.0
843,1754,11110004666,2017-03-09T14:26:06Z,"Ice Cream, Chocolate Chip Cookie Dough",Private Selection,US,84.0,d,1146.0,14.29,8.33,1.19,0.048,30.95,23.81,0.0,4.76,0.22606,0.089,0.0001428,0.0014,0.095,0.00086,16.0
844,1755,11110004680,2017-03-09T14:25:37Z,"Ice Cream, Black Raspberry Dark Chocolate Chunk",Private Selection,US,82.0,d,1071.0,14.63,8.54,0.0,0.049,28.05,23.17,0.0,4.88,0.12446,0.049,0.0001098,0.0015,0.098,0.00044,16.0
845,1756,11110004697,2017-03-09T14:19:02Z,"Ice Cream, Denali Caramel Caribou",Private Selection,US,84.0,d,1046.0,11.9,11.9,0.0,0.048,29.76,25.0,0.0,3.57,0.18034,0.071,0.0001071,0.0014,0.095,0.0,18.0
846,1757,11110004925,2017-03-09T13:25:53Z,Roasted Peanuts And Honey,Kroger,US,34.0,d,2213.0,38.24,7.35,0.0,0.0,32.35,20.59,5.9,17.65,0.97028,0.382,0.0,0.0,0.059,0.00212,16.0
847,1767,11110005687,2017-03-09T21:08:23Z,Turkey,Simple Truth,US,56.0,d,523.0,4.46,0.89,0.0,0.045,3.57,1.79,0.0,17.86,2.31394,0.911,0.0,0.0021,0.0,0.00064,11.0
848,1768,11110005694,2017-03-09T20:11:22Z,Uncured Ham,The Kroger Co.,US,56.0,c,448.0,2.68,0.0,0.0,0.054,3.57,3.57,0.0,19.64,1.99644,0.786,0.0,0.0021,0.0,0.00129,4.0
849,1769,11110005724,2017-03-09T14:08:15Z,Honey Wheat Braided Pretzels,Kroger,US,30.0,c,1674.0,3.33,0.0,0.0,0.0,83.33,13.33,3.3,6.67,1.524,0.6,0.0,0.0,0.0,0.0036,8.0
850,1770,11110006004,2017-03-10T08:10:54Z,Breakfast Bread,Private Selection,US,44.0,c,1331.0,5.68,2.27,0.0,0.0,59.09,20.45,2.3,6.82,0.92456,0.364,0.0,0.0,0.091,0.00245,10.0
851,1774,11110006431,2017-03-09T14:12:42Z,"Cookies, Ginger Snaps",Kroger,US,28.0,d,1795.0,12.5,3.57,0.0,0.0,75.0,32.14,3.6,7.14,1.08966,0.429,0.0,0.0,0.214,0.00386,14.0
852,1778,11110007414,2017-03-09T16:43:38Z,Easter Colossal Brownie,"Bakery Fresh Goodness,  The Kroger Co.",US,77.0,e,2067.0,16.88,6.49,0.0,0.0,83.12,57.14,1.3,3.9,0.85852,0.338,0.0,0.0,0.026,0.00234,24.0
853,1779,11110007537,2017-03-09T14:07:38Z,"Reduced Fat Wafers, Vanilla",Kroger,US,30.0,d,1812.0,8.33,1.67,0.0,0.0,83.33,46.67,3.3,3.33,1.09982,0.433,0.0,0.0,0.0,0.0024,16.0
854,1780,11110007803,2017-03-09T12:31:28Z,Mayo,Kroger,US,15.0,d,1393.0,33.33,6.67,0.0,0.033,6.67,0.0,0.0,0.0,1.778,0.7,0.0,0.0,0.0,0.0,17.0
855,1781,11110007827,2017-03-09T12:31:21Z,Classic Whip,Kroger,US,17.0,d,983.0,20.59,2.94,0.0,0.029,17.65,17.65,0.0,0.0,1.9431,0.765,0.0,0.0,0.0,0.0,15.0
856,1783,11110008244,2017-03-10T08:49:45Z,Jumbo Hamburger Enriched Buns,Kroger,US,74.0,b,1243.0,5.41,0.68,0.0,0.0,58.11,10.81,1.4,8.11,0.65278,0.257,0.0,0.0,0.203,0.00365,1.0
857,1784,11110008343,2017-03-10T08:49:45Z,Pub Style Rolls Pretzel,Kroger,US,70.0,c,1075.0,2.14,0.0,0.0,0.0,50.0,5.71,1.4,10.0,1.19634,0.471,0.0,0.0086,0.114,0.00257,3.0
